Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,313000,17541194,35697,86078
高雄林小姐,104000,27263746,5625,20837
紅月,88300,91690,0,0
鳥羽樂奈,44500,1988991,9863,112763
璐洛洛,39900,3398962,11451,32714
香草奈若,35000,2220373,14158,106896
虎妮,34800,1060294,2639,3574
悠白,30900,748185,8376,124683
兔姬,27200,876128,4850,9515
Asa Ifrit,23600,722279,5591,15575
喵太,21900,518293,11296,34021
Naya,18600,4626845,889,4141
空,18300,1182657,1080,6133
鼠屋栗太,13100,86862,957,2563
諳石,11100,2566484,386,1152
三毛,10800,309863,8108,195958
一介,10700,729900,0,0
夏玥白夜,10700,161590,0,0
灰名,10400,139975,2126,4084
水野魚娜,10200,350024,2613,11055
藤乃熊,9360,40184,327,741
虛擬熊頭,9260,0,5726,5726
如月ルミィ,8560,176667,3807,6694
平平子,7490,45073,2954,12471
星見遙,6510,167985,1162,2494
蕾兒,6330,116748,1699,2919
風絮,6310,29652,198,475
魔法!,5530,1720745,391,971
TSMATCH火柴,5410,106195,790,1665
いくせん,5190,318860,342,2128
姬宮優花,5090,116361,775,2228
夏日葵,4890,281004,635,1816
LMPAPER,4770,411537,157,493
Lumina,3980,140825,219,307
綾賢ラピス,3860,40618,733,1726
綾瑞香,3430,78741,1057,8324
蝦拉拉,3340,100150,898,2956
楠橋詩耶,3150,88107,380,1503
明石巴,3050,15244,193,193
瀰婭,3040,170151,278,784
Joyce昕,3010,301078,160,400
祈霓,3000,15146,1200,6323
観空部,2940,135288,589,947
邱可,2550,19454,449,3941
櫻野露,2450,61922,444,853
卡滋可可,2420,90286,254,2591
星形KARAS,2370,369280,159,339
奶茶,2340,3574,101,265
撇嘴耳包前滾翻,2320,127740,518,581
櫻坂くりこ,2240,87483,257,387
仙貝兔兔,2170,103423,218,903
蘭希,2140,227987,326,646
Shaya,2090,82143,461,1402
藤本莉子,2080,25735,215,684
墨子,2070,61030,62,66
喵控,1890,30483,146,307
草莓電波,1850,21077,1727,1727
雨宮夢,1840,39487,173,384
水手緞帶,1780,80208,232,725
ウイル,1770,41578,474,3360
十五號,1750,3261,2113,3440
希爾艾姆,1730,32529,154,494
蛋塔レイ,1730,72992,62,280
西園寺兆兆,1660,29784,260,405
紅茶拿鐵,1630,59719,391,453
南心詠,1580,38180,455,514
狐媚娘‧達亞,1550,23957,379,647
結月,1540,39633,0,0
幽々魅,1510,29942,60,122
小森,1360,7333,1742,2261
鴨鴨山,1230,42954,288,3562
喵朵伊,592,17248,137,581
鴨鴨伊比,246,4015,165,522
