Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,312000,17541194,32951,84983
高雄林小姐,104000,27263746,5605,20824
紅月,88400,91566,0,0
鳥羽樂奈,44200,1988991,10146,112386
璐洛洛,39700,3398962,13348,32636
虎妮,34800,1059460,2603,3559
香草奈若,34000,2220373,14050,101100
悠白,30600,748185,9085,124465
兔姬,27200,875306,4820,9466
Asa Ifrit,23400,722279,5014,15519
喵太,21900,518293,11245,33650
Naya,18600,4626845,888,4139
空,18200,1182657,1079,6128
鼠屋栗太,13100,85529,969,2557
諳石,11100,2564864,387,1133
一介,10700,729900,0,0
夏玥白夜,10700,161590,0,0
三毛,10500,309863,7941,192645
灰名,10400,139975,2120,4076
水野魚娜,10000,350024,2671,11032
藤乃熊,9240,40093,345,741
如月ルミィ,8150,167463,3716,6419
平平子,6700,45073,3659,11963
星見遙,6370,167985,1162,2492
風絮,6320,29652,200,475
蕾兒,6280,116748,1890,2915
虛擬熊頭,5990,0,0,0
魔法!,5530,1720745,386,964
TSMATCH火柴,5420,106195,810,1650
いくせん,5190,318456,348,2123
姬宮優花,5060,116361,768,2188
夏日葵,4830,281004,634,1805
LMPAPER,4770,411537,157,491
Lumina,3980,140825,211,307
綾賢ラピス,3860,38979,747,1726
綾瑞香,3340,78741,1177,8161
蝦拉拉,3330,100150,942,2939
楠橋詩耶,3140,88107,379,1502
明石巴,3050,15244,189,189
瀰婭,3030,170151,278,782
Joyce昕,3010,300813,164,396
観空部,2940,135288,583,947
祈霓,2820,15146,1166,6068
邱可,2470,19454,419,3546
櫻野露,2450,61922,446,832
卡滋可可,2410,90286,260,2583
星形KARAS,2360,369280,158,323
奶茶,2340,3574,104,264
撇嘴耳包前滾翻,2310,127688,513,581
櫻坂くりこ,2240,87483,258,396
仙貝兔兔,2160,103423,212,862
蘭希,2140,227366,325,644
Shaya,2080,82143,461,1399
藤本莉子,2080,25735,289,679
墨子,2060,61030,58,60
喵控,1880,30483,148,307
草莓電波,1850,21031,1705,1705
雨宮夢,1840,39487,190,377
水手緞帶,1780,80208,235,725
ウイル,1750,41578,472,3320
希爾艾姆,1730,32529,154,494
蛋塔レイ,1730,72882,59,276
西園寺兆兆,1650,29784,243,406
紅茶拿鐵,1630,59599,385,441
十五號,1630,3261,3277,3277
南心詠,1580,38180,455,512
結月,1540,39633,0,0
狐媚娘‧達亞,1520,23638,377,647
幽々魅,1510,29942,60,121
小森,1350,6222,1733,2181
鴨鴨山,1080,42885,284,929
喵朵伊,592,17205,137,581
鴨鴨伊比,241,4015,182,520
